http://laws-lois.justice.gc.ca/eng/acts/E-22/index.html,Department of Foreign Affairs and International Trade Act [Repealed]
http://laws-lois.justice.gc.ca/eng/acts/F-27.5/index.html,Department of Foreign Affairs Trade and Development Act
http://laws-lois.justice.gc.ca/eng/acts/H-3.2/index.html,Department of Health Act
http://laws-lois.justice.gc.ca/eng/acts/H-5.8/index.html,Department of Human Resources Development Act [Repealed]
http://laws-lois.justice.gc.ca/eng/acts/I-6/index.html,Department of Indian Affairs and Northern Development Act
http://laws-lois.justice.gc.ca/eng/acts/I-9.2/index.html,Department of Industry Act
http://laws-lois.justice.gc.ca/eng/acts/J-2/index.html,Department of Justice Act
http://laws-lois.justice.gc.ca/eng/acts/N-20.8/index.html,Department of Natural Resources Act
http://laws-lois.justice.gc.ca/eng/acts/P-31.55/index.html,Department of Public Safety and Emergency Preparedness Act
http://laws-lois.justice.gc.ca/eng/acts/P-38.2/index.html,Department of Public Works and Government Services Act
http://laws-lois.justice.gc.ca/eng/acts/S-11.5/index.html,Department of Social Development Act [Repealed]
http://laws-lois.justice.gc.ca/eng/acts/E-10/index.html,Department of the Environment Act
http://laws-lois.justice.gc.ca/eng/acts/S-13/index.html,Department of the Solicitor General Act [Repealed]
http://laws-lois.justice.gc.ca/eng/acts/T-18/index.html,Department of Transport Act
http://laws-lois.justice.gc.ca/eng/acts/V-1/index.html,Department of Veterans Affairs Act
http://laws-lois.justice.gc.ca/eng/acts/D-1.6/index.html,Depository Bills and Notes Act
http://laws-lois.justice.gc.ca/eng/acts/D-2/index.html,Diplomatic Service (Special) Superannuation Act
http://laws-lois.justice.gc.ca/eng/acts/D-2.5/index.html,Director of Public Prosecutions Act
http://laws-lois.justice.gc.ca/eng/acts/D-2.8/index.html,Disability Tax Credit Promoters Restrictions Act [Not in force]
http://laws-lois.justice.gc.ca/eng/acts/D-3.4/index.html,Divorce Act
http://laws-lois.justice.gc.ca/eng/acts/D-3.8/index.html,DNA Identification Act
http://laws-lois.justice.gc.ca/eng/acts/Z-0.98/index.html,Dominion Succession Duty Act
http://laws-lois.justice.gc.ca/eng/acts/W-4/index.html,Dominion Water Power Act
http://laws-lois.justice.gc.ca/eng/acts/D-3.9/index.html,Donkin Coal Block Development Opportunity Act
http://laws-lois.justice.gc.ca/eng/acts/D-4/index.html,Dry Docks Subsidies Act
